,Earnings Yield,Dividend Yield,EPS Growth,Sales Growth,ROE,ROA,Gross Margin,Net Income Margin,Operating Margin,Price to Sales,Price to Book,MarketCap,momentum_12m,momentum_6m,momentum_3m,future_return,volatility,beta,idiosyncratic_vol,avg_volume
FRT,0.03556572387504637,4.58,-0.015,0.07,0.091529995,0.031059999,0.68127,0.24486,0.34814999,6.882438,2.7351594,8297550336.0,-0.020435805934454043,-0.15661130745454332,-0.13568682773642426,-0.13016733597837404,0.2920683897199008,1.0,0.2920683897199008,825366.6666666666
FDX,0.06469859995464629,2.28,-0.133,0.139,0.14609,0.04723,0.2709,0.04449,0.0764,0.6674918,2.204604,58334113792.0,-0.03114560876221073,-0.14431209304090786,-0.13386152758163827,-0.07282119550360178,0.31990132390377796,1.0,0.31990132390377796,1719556.6666666667
FIS,0.02003103408110185,2.26,0.234,0.034,0.04546,0.026889998,0.37563,0.14318,0.09465,3.7078965,2.39793,37549867008.0,0.04850274812232058,-0.15024193569775424,-0.1640465187625646,-0.017772019618990442,0.2925204763520322,1.0,0.2925204763520322,4450076.666666667
FITB,0.08145266594168364,3.84,0.196,-0.054,0.11923,0.010829999,0.0,0.29107,0.38504001,3.2227364,1.4731734,25620754432.0,0.10405962958208481,-0.047248256873606786,-0.1513138838707705,-0.11236474864895774,0.36251681616630504,1.0,0.36251681616630504,4510816.666666667
FSLR,0.09071013883549589,0.0,0.127,0.307,0.17621,0.077470005,0.44169,0.30717,0.30169,3.3727558,1.7782996,14186784768.0,-0.16154138106722504,-0.4383979816880301,-0.3407462959858909,-0.1645546056558821,0.4840196861313546,1.0,0.4840196861313546,2961010.0
FE,0.04268139368237693,4.27,0.486,0.01,0.09149,0.02894,0.70202005,0.07361,0.15451999,1.7288759,1.8439815,22969843712.0,0.09047788687922065,-0.07689388802237263,0.003398285999949735,-0.004249954223632835,0.25453264040132023,1.0,0.25453264040132023,6416623.333333333
FI,0.02511532580881521,0.0,0.137,0.068,0.10899,0.043730002,0.60828,0.15306,0.31765,5.888651,4.471694,120458240000.0,0.42078779393877075,0.2360190898756096,0.05221608916411302,-0.05761206412564346,0.2534516213928441,1.0,0.2534516213928441,3467323.3333333335
FMC,0.07699688732383304,5.56,0.0,0.068,0.090220004,0.03367,0.38833,0.08033,0.16712,1.2263601,1.1597953,5207247360.0,-0.3393856097690421,-0.3134071275648167,-0.25252221480512804,0.13720673213946966,0.35551478557354455,1.0,0.35551478557354455,4120746.6666666665
F,0.15005140010710669,7.71,0.0,0.049,0.13448,0.01164,0.08405,0.03178,0.01904,0.20846505,0.86014843,38564368384.0,-0.15369790431931896,-0.04100799657860166,-0.03477677854709682,0.08862121200642892,0.3605798301179892,1.0,0.3605798301179892,109455253.33333333
FTNT,0.0234805186949894,0.0,0.671,0.173,3.38742,0.13209,0.80563,0.29303,0.3451,12.427171,49.409653,74013745152.0,0.37147334826816114,0.2921197846726493,-0.018257863104975236,-0.10631380940284296,0.40004241275587765,1.0,0.40004241275587765,5152976.666666667
FTV,0.032017365194325714,0.43,-0.189,0.023,0.08118,0.04211,0.5987,0.13365,0.17108,4.024965,2.468437,25082773504.0,-0.13386808045071452,0.007345529867112122,-0.05743285563595879,-0.07965377598682966,0.26150653220612297,1.0,0.26150653220612297,2922910.0
FOXA,0.08913542559135117,1.03,2.574,0.199,0.20055,0.08124,0.36578998,0.14393,0.121309996,1.5022141,2.066485,22805110784.0,0.7756974544414243,0.3500973348831258,0.14027113631089771,-0.03962906183991477,0.32358633907170886,1.0,0.32358633907170886,4358693.333333333
FOX,0.09614193934443505,1.11,2.574,0.199,0.20055,0.08124,0.36578998,0.14393,0.121309996,1.5025476,1.915886,22810175488.0,0.8113107059910967,0.35183224416076975,0.11334636986005497,-0.05306052850588061,0.313481479295225,1.0,0.313481479295225,1284760.0
BEN,0.03278688309594209,6.56,-0.423,0.131,0.04018,0.02474,0.38139,0.04315,0.14847,1.1736305,0.82071984,10255769600.0,-0.25791551313825956,0.023244434401626934,-0.11446625318519432,-0.024975024403963042,0.32404131574170314,1.0,0.32404131574170314,4603330.0
FCX,0.03346203389269027,1.54,-0.292,-0.031,0.15686,0.080819994,0.39548,0.07421,0.21346001,2.1932888,3.1753166,55830163456.0,-0.09354361612431128,-0.0643821370497285,-0.09306759959983568,0.02344571683650254,0.54294719959767,1.0,0.54294719959767,16016566.666666666
GRMN,0.03408134849807928,1.68,-0.201,0.229,0.18996,0.10927,0.58704,0.22415,0.28316,6.5357866,5.2454753,41155215360.0,0.4669279719702344,0.1793055211569421,-0.02774206851522243,0.02036916907986952,0.2776844580635484,1.0,0.2776844580635484,995256.6666666666
IT,0.035001420532652316,0.0,0.932,0.081,1.2292501,0.08908,0.67722,0.20004,0.1891,5.606368,26.04099,35137413120.0,-0.04046571858811743,-0.09543775285089529,-0.11788864302765656,-0.10969891921790609,0.28887541075575723,1.0,0.28887541075575723,510990.0
GE,0.030896454764670508,0.73,0.21,0.143,0.27644,0.03271,0.30985,0.1694,0.28258,5.4321117,10.942045,210233573376.0,0.4637456193468499,0.16730352166385343,0.17290351389800396,-0.05801974586705083,0.3519123298379901,1.0,0.3519123298379901,4584943.333333333
GEHC,0.05294620199950273,0.17,0.784,0.022,0.25686002,0.05771,0.41709,0.10130999,0.16657,1.9054857,4.4348865,37484716032.0,-0.07221949009071016,-0.06207730514483012,-0.009019660182510991,-0.04575087584825943,0.2954511705472253,1.0,0.2954511705472253,3283350.0
GEV,0.017791664132095847,0.32,1.408,0.051,0.16434,0.01602,0.1846,0.04443,0.08951,2.4769092,9.063927,86530826240.0,0.0,0.4580098354746007,-0.08706864732936992,-0.15154873512417677,0.5497537978635072,1.0,0.5497537978635072,4201460.0
GEN,0.037735846208615385,1.85,0.173,0.04,0.28059,0.07944,0.80337995,0.16431999,0.42394,4.270345,7.7405496,16658616320.0,0.24547070760973844,0.038718080951889444,-0.09254262595653107,-0.010166819118780257,0.32157662913046076,1.0,0.32157662913046076,3849936.6666666665
GNRC,0.04133118317496808,0.0,0.369,0.161,0.13079001,0.06576,0.38773,0.07363,0.16036,1.8097211,3.116725,7774261760.0,0.1377595579930153,-0.07300248470541681,-0.240831269130114,-0.14457194967091758,0.4365442550682015,1.0,0.4365442550682015,941203.3333333334
GD,0.05201694670510095,2.29,0.141,0.143,0.17444,0.05386,0.15433,0.07926,0.10241,1.4846189,3.2058873,70840074240.0,-0.029177152294106556,-0.1196627071887214,-0.00756721131693916,0.04257349647987829,0.22331666603056682,1.0,0.22331666603056682,1754166.6666666667
GIS,0.07723304282896604,4.03,0.392,0.02,0.27482,0.07327,0.35265,0.13081001,0.2086,1.6497072,3.574601,32831318016.0,-0.06461201547803119,-0.16919693260550273,-0.08164963479607046,0.0191650029586099,0.21272928404466993,1.0,0.21272928404466993,5474140.0
GM,0.13177492789605383,0.99,0.0,0.11,0.08906999,0.02876,0.123500004,0.03205,0.025009999,0.25660414,0.76642567,48098394112.0,0.21267240476791538,0.05317397701292337,-0.06873153517478237,0.016213329689347855,0.3584893763679462,1.0,0.3584893763679462,13328780.0
GPC,0.05303278592891698,3.38,-0.575,0.033,0.2062,0.051810004,0.36323002,0.03849,0.05283,0.7208973,3.9035003,16931403776.0,-0.18053031386968743,-0.08963289011616371,0.00013077992053500687,0.006102381847908678,0.2695311014330762,1.0,0.2695311014330762,1637806.6666666667
GILD,0.003409906768034102,2.84,0.248,0.064,0.02286,0.110290006,0.78260005,0.01669,0.33069,4.826522,7.1831894,138781802496.0,0.5381632158554821,0.37353303541891614,0.22499890555189617,0.08626602282958773,0.25589769306871146,1.0,0.25589769306871146,9196466.666666666
GPN,0.06536502674312022,1.06,0.625,0.034,0.07026,0.03258,0.62885,0.15539,0.25842,2.2928555,1.0519618,23171354624.0,-0.2884344945373134,-0.1319818253572499,-0.19107557549189624,-0.13170743263034923,0.32661959523483775,1.0,0.32661959523483775,2215666.6666666665
GL,0.09520771037738336,0.86,0.047,0.036,0.21869,0.032279998,0.32685003,0.18531,0.2482,1.8198862,1.9850265,10515428352.0,0.06324011346668135,0.2316077290563996,0.1961596830759793,0.032436012198991504,0.31809779666599697,1.0,0.31809779666599697,678833.3333333334
GDDY,0.03661651936695311,0.0,-0.824,0.084,2.48416,0.07382,0.63876,0.20487,0.22246,5.4447346,35.941643,24899858432.0,0.4964743459905494,0.1542493492692909,-0.1545070702084479,-0.15120707881940665,0.3615470727417922,1.0,0.3615470727417922,1743933.3333333333
GS,0.074897025951445,2.22,1.181,0.259,0.11913,0.00861,0.83292997,0.27368,0.37853,3.2256882,1.6153488,168264810496.0,0.41050044721830226,0.15341966280676922,-0.08178975237456809,-0.16164156605155588,0.2901574505250459,1.0,0.2901574505250459,2855440.0
HAL,0.11288391537408939,2.71,-0.041,-0.022,0.25184,0.09762,0.18746,0.109,0.16613,0.9485298,2.071216,21763067904.0,-0.2976199051672782,-0.09408399402272849,-0.13535187841365592,-0.027811791392444607,0.45333105773487764,1.0,0.45333105773487764,10504433.333333334
HIG,0.0871393704476759,1.75,0.153,0.074,0.19582,0.0323,0.35407,0.117130004,0.16461,1.2774721,2.1217475,33929660416.0,0.2161440060473374,0.041249465949672715,0.0564893298520075,0.07387578182235166,0.2934729195847205,1.0,0.2934729195847205,1860423.3333333333
HAS,0.04599430958401826,4.68,0.0,-0.145,0.34717998,0.07274,0.63414,0.09324,0.0748,2.0173037,7.206219,8342559232.0,0.1777807067350019,-0.09177422842829142,-0.061202354878027054,0.012052743829797041,0.33041485633986645,1.0,0.33041485633986645,1890373.3333333333
HCA,0.0689126113662256,0.9,-0.05,0.057,8.24396,0.11392,0.40619,0.08158,0.15564999,1.1234361,-31.948587,79317958656.0,-4.614831188420876e-05,-0.18144554890957665,0.015634572426094895,0.022440648108238426,0.3273266637550247,1.0,0.3273266637550247,1675973.3333333333
DOC,0.017586713533382318,5.96,-0.951,0.261,0.03345,0.01613,0.67117995,0.09004,0.1726,5.2955117,1.7042711,14300259328.0,0.2594409590934801,-0.05955837469240299,-0.022677661090501622,0.0682244054838872,0.2941569369079048,1.0,0.2941569369079048,5441110.0
HSIC,0.0432133722916289,0.0,4.688,0.058,0.079679996,0.044850003,0.31689,0.030769998,0.04857,0.69158155,2.5826046,8764412928.0,-0.06318017969483225,0.03535284915420833,-0.08158746607103451,-0.0857512354777138,0.26616806792600384,1.0,0.26616806792600384,2427223.3333333335
HSY,0.06421102310633667,3.22,1.304,0.087,0.50404,0.15055999,0.47416002,0.19827999,0.32502997,3.0756643,7.306834,34454401024.0,-0.10432292085679606,-0.12793584356353493,-0.030041694457609958,0.0860489982593875,0.22454383417793075,1.0,0.22454383417793075,2252850.0
HES,0.06062242498672066,1.35,0.307,0.065,0.29178,0.11536,0.79308,0.21869,0.2929,3.6066418,4.055467,45667295232.0,0.007808039253222043,0.16923030969912678,0.04447535648336376,0.022997249729783453,0.43803083207909954,1.0,0.43803083207909954,1952453.3333333333
HPE,0.13316261176304714,3.33,0.534,0.163,0.12060001,0.02473,0.31189,0.09028,0.07869,0.65708447,0.8133299,20518119424.0,-0.10377855499972477,-0.06107548379492789,-0.28261923418390433,-0.25936463857055025,0.35501320429038585,1.0,0.35501320429038585,17635553.333333332
HLT,0.026812574979690147,0.26,2.57,0.045,0.0,0.092209995,0.76275,0.32342997,0.40719002,11.627841,-14.881593,55185731584.0,0.10278914391838834,0.062491526993109225,-0.10683584665613466,-0.16072944218739305,0.29124407187284346,1.0,0.29124407187284346,1985160.0
HOLX,0.05205073385028387,0.0,-0.155,0.009,0.15784,0.07102,0.60931,0.1842,0.22871,3.3928306,2.8688214,13703643136.0,-0.2046377881813055,-0.24508828069190125,-0.19621342425979826,-0.04438847393372214,0.26770160138170984,1.0,0.26770160138170984,2362850.0
HD,0.04241268458212394,2.62,0.073,0.141,3.8537202,0.15585,0.33418998,0.092819996,0.11321,2.1877599,52.43433,348978348032.0,-0.049986882541764754,-0.05082080147030632,-0.16099614983396993,-0.13165146894848423,0.24356032641355133,1.0,0.24356032641355133,3679533.3333333335
HON,0.041581134273466144,2.16,0.028,0.069,0.32244998,0.074990004,0.38085,0.14819,0.18735,3.5362494,7.3105783,136138530816.0,0.07100766262331715,0.03399512973685059,-0.08062925992061354,0.027223411652129714,0.2282805678442855,1.0,0.2282805678442855,4788680.0
HRL,0.04671631489748712,3.93,-0.225,-0.003,0.09523,0.04913,0.16728,0.06352,0.07961,1.363623,2.0228722,16244430848.0,-0.11176897216646686,-0.04805109918593531,-0.09967228294049413,0.035401339101775786,0.22509904092997524,1.0,0.22509904092997524,3398553.3333333335
HST,0.06639839060924906,5.37,-0.2,0.076,0.10395,0.03845,0.29116,0.12247,0.11525,1.856231,1.5771102,10563810304.0,-0.2473953895598383,-0.10842676804369811,-0.1988434929619961,-0.08583688929320155,0.34207559103040924,1.0,0.34207559103040924,9587503.333333334
HWM,0.022211681545346647,0.32,0.37,0.092,0.26889,0.0959,0.30861,0.15545,0.22634001,6.8962936,11.400378,51239460864.0,0.933376761262132,0.34457480229212933,0.09069736894120473,-0.01233503198401431,0.40847738801718053,1.0,0.40847738801718053,3133603.3333333335
HPQ,0.09785287311691931,4.07,-0.048,0.024,0.0,0.06874,0.21846001,0.05045,0.068569995,0.49708956,-25.030838,26782191616.0,-0.04379723190139373,-0.12570474726066294,-0.169325416273591,-0.1313618103944375,0.3416460331207892,1.0,0.3416460331207892,7542933.333333333
HUBB,0.042192358845674446,1.55,0.152,-0.009,0.25389,0.101560004,0.33995,0.13819,0.19478,3.2497158,5.6061454,18291025920.0,-0.13606307116547578,-0.14066459127130504,-0.25154773873792124,-0.1256800783193439,0.2750520680324205,1.0,0.2750520680324205,773202.8666666667
HUM,0.03950490243987809,1.4,0.0,0.104,0.07411,0.04066,0.14518,0.010249999,-0.0072899996,0.2591762,1.8630694,30520846336.0,-0.2591553373155001,-0.2158151049602247,-0.08783874822661619,-0.027496803945890158,0.31949481658044876,1.0,0.31949481658044876,1717313.3333333333
HBAN,0.08271187079942595,4.2,1.289,0.162,0.10005,0.0099599995,0.0,0.27926,0.39762002,3.1014917,1.2079272,21546061824.0,0.14727833892835496,0.0595423712929537,-0.14397875390859183,-0.11091019503703059,0.34034836160362786,1.0,0.34034836160362786,23079126.666666668
HII,0.07121737629915628,2.75,-0.544,-0.054,0.12559,0.03559,0.1257,0.04768,0.04694,0.66543394,1.6450166,7675780096.0,-0.30666355869440143,-0.22936689119688758,0.03222303042605046,0.2091953287805044,0.29596761313324793,1.0,0.29596761313324793,997943.3333333334
IBM,0.025890877923940993,2.69,-0.129,0.01,0.24057,0.03063,0.56654,0.095979996,0.19672,3.6697211,8.4243555,230286016512.0,0.30504258462139466,0.19075119050493217,0.08640951648104012,-0.02916223574635468,0.2418871591766663,1.0,0.2418871591766663,4972126.666666667
IEX,0.03640550401709253,1.51,0.131,0.094,0.13758,0.06996,0.44506,0.15449001,0.20233999,4.2285376,3.648092,13822243840.0,-0.2327061348917434,-0.07334945053070852,-0.19809316604342186,-0.05761080026493559,0.23126563860334898,1.0,0.23126563860334898,650796.6666666666
IDXX,0.025692271841706832,0.0,0.134,0.058,0.57657003,0.22694999,0.61037,0.22780001,0.27422002,8.6659565,21.244053,33775599616.0,-0.23118221070021394,-0.16445360402927311,-0.04983069334769419,-0.09194275226713211,0.3173073349880285,1.0,0.3173073349880285,768840.0
ITW,0.04601901892421707,2.36,0.066,-0.013,1.1020501,0.17541,0.44282,0.2194,0.26297,4.6976986,22.56051,74684014592.0,-0.008910438589296965,0.03718584720048668,-0.062255614896762235,-0.006209651063866284,0.23405640548647505,1.0,0.23405640548647505,1232256.6666666667
INCY,0.0022104332449160036,0.0,0.143,0.163,0.0075499997,0.00863,0.35005,0.00769,0.2534,3.0964081,3.8074398,13132538880.0,0.15173120704742682,0.07102272658856013,-0.06387084273500909,-0.017233923082005664,0.370984913730687,1.0,0.370984913730687,1748550.0
IR,0.025161840961061548,0.1,0.015,0.042,0.08424,0.05415,0.43815,0.11590999,0.20583999,4.5612173,3.240323,33000407040.0,-0.09486668832176082,-0.08851752062774254,-0.19462909692851948,-0.1035565219694069,0.34212723107212867,1.0,0.34212723107212867,2841623.3333333335
PODD,0.022588475274078958,0.0,-0.062,0.172,0.43028,0.06803,0.69787,0.20191999,0.16033001,8.659275,14.799537,17938554880.0,0.4551669830876388,0.10844003395138557,-0.06593044465138909,-0.08624570346759608,0.4238659959990844,1.0,0.4238659959990844,808760.0
INTC,0.0,2.24,0.0,-0.074,-0.17891,-0.01233,0.3432,-0.35321,-0.18548,1.9611024,1.0490272,104136491008.0,-0.4378702857074075,0.24225198754391042,0.1953279440308855,0.06983984549796984,0.36880250653697694,1.0,0.36880250653697694,122580153.33333333
ICE,0.02788495437449823,1.12,0.863,0.055,0.10474,0.020079998,1.0,0.29680002,0.47439,10.592207,3.5514677,98285084672.0,0.25972037921774915,0.0676181079866216,0.08456324674696458,0.027017291462297033,0.22357722965457208,1.0,0.22357722965457208,3083526.6666666665
IFF,0.011927180744854823,2.01,0.0,0.025,0.0173,0.015149999,0.35911,0.02116,0.00126,1.7735649,1.4677429,20367620096.0,-0.01869740420985333,-0.22337868658350335,-0.0889974638247728,-0.059400079843757836,0.29072223871485053,1.0,0.29072223871485053,1876486.6666666667
IP,0.030538808412342317,3.6,0.0,-0.005,0.0674,0.02611,0.28605,0.02992,0.07249,1.452717,2.1853347,27048138752.0,0.47104517839153925,0.09026064181009108,-0.04911927546692685,-0.05103394789849525,0.29993813672987585,1.0,0.29993813672987585,13004623.333333334
IPG,0.06923950033176107,4.99,-0.24,-0.058,0.17990999,0.047670003,0.2237,0.075050004,0.23479,1.0720005,2.591939,9849112576.0,-0.16402584733517978,-0.11454361422871562,-0.1112226569101864,-0.0010381842898588012,0.3076327404212788,1.0,0.3076327404212788,7124896.666666667
INTU,0.017902471916034255,0.69,-0.185,0.41,0.17424999,0.08257,0.79822,0.17691,0.15697,9.751368,9.33248,167401717760.0,-0.08029006647473891,-0.07049899832730844,-0.10552920920059394,0.0386096552086268,0.3166998148740379,1.0,0.3166998148740379,2055766.6666666667
ISRG,0.013293700381263327,0.0,0.118,0.252,0.15621,0.08667,0.67458,0.27809,0.31328,20.686884,10.512109,172778913792.0,0.2648894613275605,-0.019372091931414648,-0.10882997755981072,-0.17837211974530465,0.31149979391734123,1.0,0.31149979391734123,2016030.0
IVZ,0.07722512816089207,5.37,0.0,0.127,0.04764,0.02306,0.28029,0.12771,0.19724001,1.1273048,0.64888734,6839357952.0,0.018867006661199115,-0.014278170798008638,-0.1606752570347525,-0.1547063975766153,0.38208927042901475,1.0,0.38208927042901475,4885500.0
INVH,0.02210274949362601,3.46,0.095,0.058,0.04558,0.02352,0.58589,0.17522,0.27629,7.9185038,2.1020908,20512860160.0,-0.017469767029471228,-0.06151422611112467,0.01472854513214017,0.06251981272754192,0.2608063295630389,1.0,0.2608063295630389,2954736.6666666665
IQV,0.040390948840743415,0.0,-0.048,0.023,0.22547,0.05317,0.34890997,0.08913,0.15968001,2.1195571,5.3753047,32651776000.0,-0.27561116032573885,-0.2231962785963092,-0.07897749193994164,-0.06384594285305256,0.2915272433372908,1.0,0.2915272433372908,1483363.3333333333
IRM,0.007042253521126761,3.63,2.583,0.114,2.25057,0.041890003,0.56153,0.029289998,0.20517,4.137272,-50.53676,25443846144.0,0.11221311312406645,-0.24619472463777736,-0.22913578349154096,-0.1568188463342851,0.2860382497277418,1.0,0.2860382497277418,2415960.0
JBHT,0.03731543645197964,1.18,0.041,-0.048,0.14064,0.061479997,0.18903999,0.04723,0.065799996,1.2328072,3.7321844,14901191680.0,-0.2529973659088647,-0.11328667391605396,-0.17922710442503198,-0.094940195706963,0.27407388359790796,1.0,0.27407388359790796,896030.0
JBL,0.07783418594197851,0.24,-0.401,-0.166,0.62679,0.04303,0.0912,0.047069997,0.04018,0.54161847,9.530921,14889092096.0,-0.08410179895598613,0.3109679842312545,0.017234726790910093,-0.19449082603068246,0.35585369295834235,1.0,0.35585369295834235,1186446.6666666667
JKHY,0.031621451258916376,1.32,0.063,0.052,0.21903,0.112959996,0.41417,0.17825001,0.21435,5.638316,6.488192,12817601536.0,0.033385786437397647,0.008080428812293539,-0.013665082520160743,0.0365239193883542,0.22732103597830064,1.0,0.22732103597830064,753110.0
J,0.029987708637983466,1.05,0.0,0.044,0.0817,0.04547,0.24937001,0.05303,0.0777,1.2867275,3.567253,14956495872.0,-0.02140967493833401,0.029854262960651523,-0.09450205627519404,-0.06129441344374975,0.2709887300653877,1.0,0.2709887300653877,987500.0
JNJ,0.03562434949937814,3.05,-0.034,0.053,0.20056,0.08126,0.69561,0.15836,0.18153,4.417285,5.481449,392347680768.0,0.04303578002583475,0.004798681301999563,0.11915731301115051,0.05702198008820414,0.18067282747069638,1.0,0.18067282747069638,9100933.333333334
JCI,0.02674199851993735,1.86,0.152,0.042,0.08182,0.03691,0.355,0.07553,0.09712,2.269415,3.309236,52580073472.0,0.30520392035567956,0.12905011988719317,-0.047641701346634924,-0.10535771517497994,0.2707278183780384,1.0,0.2707278183780384,5158500.0
JPM,0.08501118492160013,2.15,0.582,0.13,0.17386,0.014839999,0.0,0.3506,0.42988,3.8970342,2.0026536,649927852032.0,0.2423115337656565,0.1378132280938178,-0.04060907503461708,-0.15614451936672347,0.2737850554297222,1.0,0.2737850554297222,10206986.666666666
JNPR,0.024049217782357173,2.46,0.251,0.029,0.062069997,0.02329,0.58765,0.056739997,0.12634,2.3484063,2.4860957,11914874880.0,0.0011415505607896836,-0.06095014012718181,-0.03774657677954296,-0.010215791894919946,0.2729245163529064,1.0,0.2729245163529064,3699083.3333333335
K,0.04718472792672476,2.77,12.887,-0.016,0.37402,0.08288,0.36858,0.105340004,0.17733999,2.226615,7.517141,28387112960.0,0.5697127270359965,0.038923392052437444,0.026777150591618337,0.007536012137489001,0.2153380295094291,1.0,0.2153380295094291,2646853.3333333335
KVUE,0.023673828804790294,3.59,-0.104,-0.001,0.09866,0.06882,0.58143,0.06665,0.2343,2.8207948,4.5150433,43595382784.0,0.16174411281586676,0.006813815101673892,0.036716592116868174,0.08826338083383889,0.2621134643259538,1.0,0.2621134643259538,16737613.333333334
KDP,0.031259300618787234,2.74,0.0,0.053,0.057729997,0.040209997,0.5556,0.09387,0.21327,2.9687467,1.8796866,45573230592.0,0.193803497454899,-0.08114278093655136,0.01728881627963963,0.06062519961062862,0.228926325765325,1.0,0.228926325765325,14877123.333333334
KEY,0.0,5.23,0.0,-0.429,-0.00994,-0.00087,0.0,-0.03798,-0.47304,4.087823,1.107032,17328281600.0,0.1033949769092446,-0.0034953512997456526,-0.13317204099826918,-0.09820344633347833,0.39740657936126245,1.0,0.39740657936126245,12936433.333333334
KEYS,0.023021773532972016,0.0,-0.01,0.031,0.122150004,0.05746,0.62575,0.121759996,0.17565,5.2356434,5.0649652,26272456704.0,0.0003947986978469764,0.02432287195046534,-0.09376487984385395,-0.1446495213192508,0.3085503769132389,1.0,0.3085503769132389,1237450.0
KMB,0.05406760602644024,3.61,-0.116,-0.008,2.5237398,0.11748,0.36514,0.12687999,0.13291,2.3088987,55.150078,46311886848.0,0.1306535398160933,-0.0016732147639548778,0.07868092642036872,0.05233425452642049,0.20065720759099076,1.0,0.20065720759099076,2267480.0
KIM,0.026724975574708574,4.86,0.06,0.163,0.04078,0.021300001,0.68697,0.20166,0.31645,6.864822,1.3127512,13983738880.0,0.1108089315657872,-0.11077084404537263,-0.14836571510116592,-0.06583853824774455,0.338904510703802,1.0,0.338904510703802,4967303.333333333
KMI,0.04317343017306415,4.24,0.121,-0.013,0.08554,0.03812,0.51596,0.17305,0.28693,3.987756,1.971913,60215115776.0,0.5942054922324558,0.3232225181507413,0.016216167116511748,0.03120242288429287,0.3122754732040466,1.0,0.3122754732040466,14214233.333333334
KKR,0.02885888366623258,0.62,0.035,-0.238,0.081520006,0.01449,0.49029,0.11643,0.36784,3.9575133,4.2552953,104564621312.0,0.16340311537148833,-0.05618962318551024,-0.2791630705958491,-0.18695329802557736,0.35400674018877387,1.0,0.35400674018877387,6822906.666666667
KLAC,0.03329593201290324,0.95,0.439,0.237,0.96809,0.17688999,0.59682,0.29578,0.40370998,8.735024,26.443645,94748434432.0,0.044510606504693406,-0.02275649313411887,0.10136635215915768,-0.04788408397678234,0.38980213872808384,1.0,0.38980213872808384,1039483.3333333334
KHC,0.07476017310269521,5.29,1.896,-0.041,0.05545,0.03862,0.34729,0.10617,0.21365999,1.3976842,0.73446876,36124545024.0,-0.08103147049798809,-0.11903257159557834,-0.02136214518014301,0.06993634479204491,0.2699857294428202,1.0,0.2699857294428202,11507066.666666666
KR,0.056374809953468795,1.97,-0.882,-0.006,0.26879,0.054770004,0.22704001,0.01811,0.01993,0.29115638,5.2763815,42835800064.0,0.1862798507221466,0.19158033149327114,0.06667157533685741,-0.00579074641077193,0.2856691129708632,1.0,0.2856691129708632,6592966.666666667
LHX,0.03728797405413274,2.27,1.857,0.034,0.07873,0.0394,0.25904,0.07043,0.21745001,1.8578821,2.0527933,39619338240.0,-0.001530761697954408,-0.06552846751099972,-0.07276171318054625,0.05785868024748897,0.2528349754984168,1.0,0.2528349754984168,1448890.0
LH,0.03690560796582452,1.2,0.0,0.098,0.09364,0.04052,0.27861,0.057350002,0.06929,1.5411495,2.4809163,20048660480.0,0.1243364337539623,0.09486093560312758,0.046556651080158495,-0.003872487255426549,0.2629934843384402,1.0,0.2629934843384402,667383.3333333334
LRCX,0.04180963121647547,1.17,0.278,0.164,0.50422,0.15589,0.47731,0.26489002,0.30481002,6.231764,11.479213,101011210240.0,-0.10221818103636393,0.09184107817503673,0.00891585663964567,-0.03239562026772114,0.42497253760895104,1.0,0.42497253760895104,13321486.666666666
LW,0.04985279715320587,2.9,0.0,-0.076,0.22239,0.07171,0.23729,0.05802,0.10532,1.1489848,4.450948,7267558400.0,-0.4944755898039701,-0.19373178028240745,-0.3161988971931784,-0.09854917993120993,0.3458412656192833,1.0,0.3458412656192833,2977310.0
LVS,0.04538087785042399,2.32,-0.109,-0.007,0.48238,0.07221,0.79403,0.12798999,0.20684,2.7368765,10.727769,30921230336.0,-0.17465809395718745,0.10663497218995377,-0.20215449312071354,0.031033641823871472,0.38711799414593556,1.0,0.38711799414593556,5824360.0
LDOS,0.06852471429476933,1.19,0.279,0.097,0.28699,0.08794,0.16792999,0.07526,0.094849996,1.0592079,4.0000596,17648521216.0,0.06510075123452297,-0.11970792397429919,-0.11879064461152156,-0.013837680057260493,0.2762361431468001,1.0,0.2762361431468001,1739436.6666666667
LEN,0.12116850055192253,1.69,-0.157,-0.093,0.14501001,0.07906,0.22514,0.11096,0.16395001,0.87523043,1.1366479,31019436032.0,-0.2527912197820392,-0.32298285484458866,-0.22580059672899366,-0.02878289509801979,0.3633526793192555,1.0,0.3633526793192555,3137760.0
LII,0.039205457493776234,0.8,0.362,0.165,1.42122,0.20614,0.33174,0.15107,0.18431,3.829682,24.070335,20455481344.0,0.2316490838786105,0.0003918945168646104,-0.1239294990985843,-0.05552633299335785,0.27402938192247306,1.0,0.27402938192247306,427646.6666666667
LLY,0.014394945186207974,0.74,1.018,0.447,0.84264,0.15329,0.8131,0.23511,0.42843,16.221127,51.447,730643300352.0,0.08039331079821332,-0.1270437475131364,0.023682465601978953,-0.06654063710855174,0.2814736038244856,1.0,0.2814736038244856,3658693.3333333335
LIN,0.02990120701006289,1.32,0.139,-0.002,0.16721001,0.06903,0.48059,0.19891001,0.27928,6.5266294,5.6589475,215411408896.0,-0.028765120088433793,-0.019117575253186803,0.03743094427624816,-0.00335954458749943,0.2279896181290223,1.0,0.2279896181290223,2370540.0
